year,retail,farm,percent
2000,0.618666667,0.084326749,14
2001,0.63625,0.074776558,12
2002,0.650416667,0.081384109,13
2003,0.693666667,0.098623354,15
2004,0.761,0.071256365,10
2005,1.022166667,0.225157302,23
2006,1.119818182,0.186104039,17
2007,1.003583333,0.140247586,14
2008,0.966,0.111,12
2009,0.91,0.09,11
2010,0.93,0.12,14
2011,0.97,0.121820896,13
2012,1.02,0.15,15
